A0471	艱難梭菌引起的小腸結腸炎，復發性
T712	由於環境空氣中氧含量低導致全身缺氧導致窒息
T7120	由於不明原因的環境空氣中氧含量低導致全身缺氧導致窒息
T7121	由於塌陷或墜地而窒息
T7122	被困在汽車後備箱中窒息
T71221	由於被困在汽車後備箱，意外窒息
T71222	被困汽車後備箱窒息，故意自殘
T71223	由於被困在汽車後備箱中窒息，襲擊
T71224	由於被困在汽車後備箱中窒息，未確定
T71231	由於被困在（廢棄的）冰箱中而窒息，意外
T71232	由於被困在（廢棄的）冰箱中而窒息，故意自殘
T71233	由於被困在（廢棄的）冰箱中而窒息，襲擊
T71234	由於被困在（廢棄的）冰箱中而窒息，未確定
T7129	由於被困在其他低氧環境中而窒息
T719	不明原因窒息
T74	成人和兒童虐待、忽視和其他虐待，確認
T740	忽視或遺棄，確認
T7401	成人忽視或遺棄，已確認
T7402	兒童被忽視或遺棄，已確認
T741	身體虐待，確認
T7411	成人身體虐待，已確認
T7412	兒童身體虐待，已確認
T742	性虐待，已確認
T7421	成人性虐待，確認
T7422	兒童性虐待，確認
T743	心理虐待，確認
T7431	成人心理虐待，確認
T7432	兒童心理虐待，確認
T744	搖晃嬰兒綜合症
T745	強迫性剝削，確認
T7451	成人強迫性剝削，確認
T7452	兒童性剝削，確認
T746	強迫勞動剝削，確認
T7461	成人強迫勞動剝削，確認
T7462	童工強迫勞動剝削，確認
T749	未指明的虐待，已確認
T7491	未指明的成人虐待，已確認
T7492	未指明的虐待兒童，已確認
T751	溺水和非致命淹沒的未指明影響
T76	涉嫌虐待成人和兒童、忽視和其他虐待
T760	忽視或遺棄，懷疑
T7601	成人忽視或遺棄，懷疑
T7602	兒童忽視或遺棄，懷疑
T761	身體虐待，懷疑
T7611	成人身體虐待，懷疑
T7612	兒童身體虐待，懷疑
T762	性虐待，疑似
T7621	成人性虐待，懷疑
T7622	涉嫌性侵兒童
T763	心理虐待，懷疑
T765	涉嫌強迫性剝削
T7651	成人強迫性剝削，懷疑
T7652	兒童性剝削，疑似
T766	強迫勞動剝削，疑似
T7661	成人強迫勞動剝削，疑似
T7662	剝削童工，疑似
T769	未指明的虐待，疑似
T7691	未指明的成人虐待，疑似
T7692	不明兒童虐待，疑似
T78	不良反應，未在別處分類
T780	食物引起的過敏反應
T7800	由不明食物引起的過敏反應
T7801	花生引起的過敏反應
T7802	貝類（甲殼類）引起的過敏反應
T7803	其他魚類引起的過敏反應
T7804	水果和蔬菜引起的過敏反應
T7805	由堅果和種子引起的過敏反應
T7806	食品添加劑引起的過敏反應
T7807	牛奶和乳製品引起的過敏反應
T7808	雞蛋引起的過敏反應
T7809	其他食品引起的過敏反應
T782	過敏性休克，未明確
T7840	過敏，未明確
T79	外傷的某些早期並發症，未在別處分類
T792	外傷性繼發性和復發性出血和血清腫
T797	外傷性皮下氣腫
T79A0	室綜合徵，未明確
T79A1	上肢創傷性筋膜室綜合徵
T79A11	右上肢創傷性筋膜室綜合徵
T79A12	左上肢創傷性筋膜室綜合徵
T79A19	未特指的上肢創傷性筋膜室綜合徵
T79A21	右下肢創傷性筋膜室綜合徵
T79A22	左下肢創傷性筋膜室綜合徵
T79A29	未特指的下肢創傷性筋膜室綜合徵
T79A3	腹部創傷性筋膜室綜合徵
T79A9	其他部位的創傷性筋膜室綜合徵
T80	輸液、輸血和治療性注射後的並發症
T800	輸液、輸血和治療性注射後的空氣栓塞
T801	輸液、輸血和治療性注射後的血管並發症
T802	輸液、輸血和治療性注射後的感染
T8021	中心靜脈導管感染
T80211	中心靜脈導管引起的血流感染
T80212	中心靜脈導管引起的局部感染
T80218	中心靜脈導管引起的其他感染
T80219	由中心靜脈導管引起的不明感染
T8022	輸血、輸注或註射血液和血液製品後的急性感染
T8029	其他輸液、輸血和治療性注射後的感染
T803	輸血或血製品引起的ABO血型不合反應
T8030	由於輸血或血液製品引起的 ABO 血型不合反應，未明確
T8031	ABO血型不合與溶血性輸血反應
T80310	ABO血型不合與急性溶血性輸血反應
T80311	ABO血型不合與遲發性溶血性輸血反應
T80319	ABO 血型不合與溶血性輸血反應，未明確
T8039	輸血或血製品引起的其他ABO血型不合反應
T804	輸血或血製品引起的Rh不合反應
T8040	由於輸血或血液製品引起的 Rh 不相容反應，未明確
T8041	Rh不合溶血性輸血反應
T80410	Rh不合與急性溶血性輸血反應
T80411	Rh不相容與延遲溶血性輸血反應
T80419	Rh 與溶血性輸血反應不相容，未明確
T8049	由於輸血或血液製品引起的其他Rh不相容反應
T80A	因輸血或血液製品引起的非 ABO 血型不合反應
T80A0	由於輸血或血液製品引起的非 ABO 血型不合反應，未明確
T80A1	非 ABO 血型不合與溶血性輸血反應
T80A10	急性溶血性輸血反應非 ABO 血型不合
T80A11	非 ABO 血型不合與延遲溶血性輸血反應
T80A19	非 ABO 血型不合與溶血性輸血反應，未明確
T80A9	由於輸血或血液製品引起的其他非 ABO 血型不合反應
T805	血清引起的過敏反應
T8051	由於使用血液和血液製品引起的過敏反應
T8052	接種疫苗引起的過敏反應
T8059	其他血清引起的過敏反應
T806	其他血清反應
T8061	因使用血液和血液製品引起的其他血清反應
T8062	疫苗接種引起的其他血清反應
T8069	其他血清引起的其他血清反應
T808	輸液、輸血和治療性注射後的其他並發症
T8090	輸注和治療性注射後未明確的並發症
T8091	溶血性輸血反應，未明確的不相容性
T80910	急性溶血性輸血反應，未明確的不相容性
T80911	延遲溶血性輸血反應，未明確的不相容性
T80919	溶血性輸血反應，未指定的不相容性，未指定為急性或延遲性
T8092	未明確的輸血反應
T81	程序的並發症，未在別處分類
T811	術後休克
T8110	未明確的術後休克
T8111	術後心源性休克
T8112	術後感染性休克
T8119	其他術後休克
T813	傷口破裂，未在別處分類
T8130	未明確的傷口破裂
T8131	外部手術（外科）傷口的破壞，未在別處分類
T8132	內部手術（外科）傷口的破壞，未在別處分類
T8133	外傷創傷修復中斷
T814	手術後感染
T8140	手術後感染，未明確
T8141	手術後感染，淺表切口手術部位
T8142	手術後感染，深切口手術部位
T8143	手術、器官和空間手術部位後的感染
T8144	敗血症後的程序
T8149	手術後感染，其他手術部位
T81500	手術後異物意外留在體內的不明並發症
T81501	輸注或輸血後異物意外留在體內的未指明並發症
T81502	腎透析後異物意外留在體內的未明確並發症
T81503	注射或免疫後意外留在體內的異物的未指明並發症
T81504	內鏡檢查後異物意外留在體內的不明並發症
T81505	心臟導管插入術後異物意外留在體內的未明確並發症
T81506	異物在抽吸、穿刺或其他導管插入後意外留在體內的未指明並發症
T81507	移除導管或包裝後意外留在體內的異物的未指明並發症
T81508	其他手術後意外留在體內的異物的未指明並發症
T81509	未指定的手術後意外留在體內的異物的未指定並發症
T81510	手術後因異物不慎留在體內而引起的粘連
T81511	輸液或輸血後因異物意外留在體內而引起的粘連
T81512	腎透析後因異物意外留在體內而導致粘連
T81513	注射或免疫後因異物意外留在體內而引起的粘連
T81514	內窺鏡檢查後因異物意外留在體內而引起的粘連
T81515	心臟導管插入術後因異物意外留在體內而導致粘連
T81516	由於異物在抽吸、穿刺或其他導管插入後意外留在體內而導致的粘連
T81517	取出導管或包裝後，由於異物意外留在體內而導致的粘連
T81518	因其他手術後意外留在體內的異物引起的粘連
T81519	由於未指定的程序意外留在體內的異物導致的粘連
T81520	手術後異物不慎留在體內造成梗阻
T81521	輸液或輸血後因異物意外留在體內造成的梗阻
T81522	腎透析後異物不慎留在體內造成梗阻
T81523	注射或免疫後因異物意外留在體內而造成的梗阻
T81524	內窺鏡檢查後因異物意外留在體內而導致梗阻
T81525	心導管插入術後異物意外留在體內造成梗阻
T81526	異物在抽吸、穿刺或其他導管插入後意外留在體內造成的阻塞
T81527	取出導管或填料後因異物意外留在體內而造成的阻塞
T81528	其他手術後因異物意外留在體內而造成的梗阻
T81529	異物在未指定的程序後意外留在體內造成的阻塞
T81530	手術後因異物不慎留在體內而穿孔
T81531	輸液或輸血後異物意外留在體內造成穿孔
T81532	腎透析後異物不慎留在體內穿孔
T81533	注射或免疫後異物意外留在體內造成穿孔
T81534	內鏡檢查後因異物意外留在體內而穿孔
T81535	心臟導管插入術後異物意外留在體內導致穿孔
T81536	由於異物在抽吸、穿刺或其他導管插入後意外留在體內而導致穿孔
T81537	取出導管或填料後，由於異物意外留在體內而導致穿孔
T81538	由於其他手術後意外留在體內的異物導致的穿孔
T81539	由於未指定的程序意外留在體內的異物導致的穿孔
T81590	手術後異物意外留在體內的其他並發症
T81591	輸液或輸血後異物意外留在體內的其他並發症
T81592	腎透析後異物意外留在體內的其他並發症
T81593	注射或免疫後異物意外留在體內的其他並發症
T81594	內鏡檢查後異物意外留在體內的其他並發症
T81595	心臟導管插入術後異物意外留在體內的其他並發症
T81596	異物在抽吸、穿刺或其他導管插入後意外留在體內的其他並發症
T81597	取出導管或填充物後異物意外留在體內的其他並發症
T81598	其他手術後意外留在體內的異物的其他並發症
T81599	異物在未指明的程序後意外留在體內的其他並發症
T8160	對手術過程中意外留下的異物的未指明的急性反應
T8161	由於手術過程中意外遺留異物導致的無菌性腹膜炎
T8169	對手術過程中意外留下的異物的其他急性反應
T817	手術後的血管並發症，未在別處分類
T8171	手術後動脈的並發症，未在別處分類
T81710	手術後腸系膜動脈的並發症，未在別處分類
T81711	手術後腎動脈的並發症，未在別處分類
T81718	手術後其他動脈的並發症，未在別處分類
T81719	手術後未指定動脈的並發症，未在別處分類
T818	其他未分類的手術並發症
T8183	持續性術後瘺
T82	心臟和血管假體裝置、植入物和移植物的並發症
T820	人工心臟瓣膜的機械並發症
T8202	人工心臟瓣膜移位
T8203	人工心臟瓣膜滲漏
T8209	人工心臟瓣膜的其他機械並發症
T82110	心臟電極的故障（機械）
T82111	心臟脈衝發生器（電池）的故障（機械）
T82118	其他心臟電子設備的故障（機械）
T82119	未指定心臟電子設備的故障（機械）
T82120	心臟電極的位移
T82121	心臟脈衝發生器（電池）的位移
T82128	其他心臟電子設備的位移
T82129	未指定心臟電子設備的位移
T82190	心臟電極的其他機械並發症
T82191	心臟脈衝發生器（電池）的其他機械並發症
T82198	其他心臟電子設備的其他機械並發症
T82199	未特指的心臟裝置的其他機械並發症
T82211	冠狀動脈旁路移植術的故障（機械）
T82212	冠狀動脈旁路移植術移位
T82213	冠狀動脈旁路移植術滲漏
T82218	冠狀動脈旁路移植術的其他機械並發症
T82221	生物心臟瓣膜移植物的分解（機械）
T82222	生物心臟瓣膜置換術
T82223	生物心臟瓣膜移植物滲漏
T82228	生物心臟瓣膜移植術的其他機械並發症
T8231	其他血管移植物的分解（機械）
T82310	主動脈（分叉）移植物（置換）的分解（機械）
T82311	頸動脈移植物（旁路）的分解（機械）
T82312	股動脈移植物（旁路）的分解（機械）
T82318	其他血管移植物的分解（機械）
T82319	未指定血管移植物的分解（機械）
T82320	主動脈（分叉）移植物移位（置換）
T82321	頸動脈移植物移位（旁路）
T82322	股動脈移植物移位（旁路）
T82328	置換其他血管移植物
T82329	移位未指定的血管移植物
T82330	主動脈（分叉）移植物（置換）滲漏
T82331	頸動脈移植物滲漏（旁路）
T82332	股動脈移植物滲漏（旁路）
T82338	其他血管移植物滲漏
T82339	未特指的血管移植物滲漏
T82390	主動脈（分叉）移植物（置換）的其他機械並發症
T82391	頸動脈移植物（旁路）的其他機械並發症
T82392	股動脈移植物（搭橋）的其他機械並發症
T82398	其他血管移植物的其他機械並發症
T82399	未特指的血管移植物的其他機械並發症
T8241	血管透析導管的故障（機械）
T8242	血管透析導管移位
T8243	血管透析導管滲漏
T8249	血管透析導管的其他並發症
T8251	其他心臟和血管設備和植入物的故障（機械）
T82510	手術造成的動靜脈瘺的分解（機械）
T82511	手術造成的動靜脈分流的故障（機械）
T82512	人工心臟的分解（機械）
T82513	球囊（反搏）裝置的故障（機械）
T82514	輸液導管故障（機械）
T82515	傘具故障（機械）
T82518	其他心臟和血管設備和植入物的故障（機械）
T82519	未指定的心臟和血管裝置和植入物的故障（機械）
T82520	手術產生的動靜脈瘺的移位
T82521	手術產生的動靜脈分流的位移
T82522	人工心臟的位移
T82523	球囊位移（反搏）裝置
T82524	輸液導管移位
T82525	傘具的位移
T82528	置換其他心臟和血管裝置和植入物
T82529	未指定的心臟和血管裝置和植入物的置換
T82530	手術造成的動靜脈瘺滲漏
T82531	手術造成的動靜脈分流術滲漏
T82532	人工心臟漏液
T82533	球囊（反搏）裝置漏氣
T82534	輸液導管洩漏
T82535	傘具漏水
T82538	其他心臟和血管裝置和植入物的洩漏
T82539	未指明的心臟和血管裝置和植入物的洩漏
T82590	手術造成的動靜脈瘺的其他機械並發症
T82591	手術造成的動靜脈分流的其他機械並發症
T82592	人工心臟的其他機械並發症
T82593	球囊（反搏）裝置的其他機械並發症
T82594	輸液導管的其他機械並發症
T82595	傘具的其他機械並發症
T82598	其他心臟和血管裝置和植入物的其他機械並發症
T82599	未特指的心臟和血管裝置和植入物的其他機械並發症
T826	人工心臟瓣膜引起的感染和炎症反應
T827	由其他心臟和血管裝置、植入物和移植物引起的感染和炎症反應
T828	心臟和血管假體裝置、植入物和移植物的其他特定並發症
T8281	由心臟和血管假體裝置、植入物和移植物引起的栓塞
T82817	心臟假體裝置、植入物和移植物引起的栓塞
T82818	血管假體裝置、植入物和移植物引起的栓塞
T8282	由心臟和血管假體裝置、植入物和移植物引起的纖維化
T82827	由心臟假體裝置、植入物和移植物引起的纖維化
T82828	由於血管假體裝置、植入物和移植物引起的纖維化
T8283	由於心臟和血管假體裝置、植入物和移植物引起的出血
T82837	由於心臟假體裝置、植入物和移植物引起的出血
T82838	由於血管假體裝置、植入物和移植物引起的出血
T8284	心臟和血管假體裝置、植入物和移植物引起的疼痛
T82847	心臟假體裝置、植入物和移植物引起的疼痛
T82848	血管假體裝置、植入物和移植物引起的疼痛
T8285	由於心臟和血管假體裝置、植入物和移植物引起的狹窄
T82855	冠狀動脈支架狹窄
T82856	外周血管支架狹窄
T82857	其他心臟假體裝置、植入物和移植物的狹窄
T82858	其他血管假體裝置、植入物和移植物的狹窄
T8286	心臟和血管假體裝置、植入物和移植物的血栓形成
T82867	由心臟假體裝置、植入物和移植物引起的血栓形成
T82868	由於血管假體裝置、植入物和移植物引起的血栓形成
T8289	心臟和血管假體裝置、植入物和移植物的其他特定並發症
T82897	心臟假體裝置、植入物和移植物的其他特定並發症
T82898	血管假體裝置、植入物和移植物的其他特定並發症
T829	心臟和血管假體裝置、植入物和移植物的未明確並發症
T83	泌尿生殖器假體、植入物和移植物的並發症
T830	導尿管機械並發症
T8301	導尿管故障（機械）
T83010	膀胱造口術導管的故障（機械）
T83011	留置導尿管故障（機械）
T83012	腎造口術導管的故障（機械）
T83018	其他導尿管的故障（機械）
T8302	導尿管移位
T83020	膀胱造瘻導管移位
T83021	留置導尿管移位
T83022	腎造瘻導管移位
T83028	其他導尿管的移位
T8303	導尿管滲漏
T83030	膀胱造瘻導管滲漏
T83031	留置導尿管滲漏
T83032	腎造瘻導管滲漏
T83038	其他導尿管滲漏
T8309	導尿管的其他機械並發症
T83090	膀胱造瘻導管的其他機械並發症
T83091	留置導尿管的其他機械並發症
T83092	腎造瘻導管的其他機械並發症
T83098	其他導尿管的其他機械並發症
T8311	其他泌尿裝置和植入物的故障（機械）
T83110	泌尿電子刺激裝置的故障（機械）
T83111	植入的尿道括約肌的分解（機械）
T83112	留置輸尿管支架的分解（機械）
T83113	其他泌尿支架的故障（機械）
T83118	其他泌尿裝置和植入物的故障（機械）
T83120	排尿電子刺激器裝置
T83121	植入的尿道括約肌移位
T83122	留置輸尿管支架移位
T83123	其他泌尿支架的移位
T83128	置換其他泌尿裝置和植入物
T83190	泌尿電子刺激器的其他機械並發症
T83191	植入式尿道括約肌的其他機械並發症
T83192	留置輸尿管支架的其他機械並發症
T83193	其他泌尿支架的其他機械並發症
T83198	其他泌尿裝置和植入物的其他機械並發症
T8321	泌尿器官移植物的分解（機械）
T8322	泌尿器官移植物移位
T8323	泌尿器官移植物滲漏
T8324	泌尿器官移植物侵蝕
T8325	泌尿器官移植物暴露
T8329	泌尿器官移植物的其他機械並發症
T834	其他假肢裝置、生殖道植入物和移植物的機械並發症
T8341	其他假肢裝置、生殖道植入物和移植物的故障（機械）
T83410	植入陰莖假體的故障（機械）
T83411	植入睾丸假體的故障（機械）
T83418	其他假肢裝置、生殖道植入物和移植物的故障（機械）
T8342	置換生殖道的其他假肢裝置、植入物和移植物
T83420	植入陰莖假體的位移
T83421	植入的睾丸假體移位
T83428	置換生殖道的其他假肢裝置、植入物和移植物
T8349	生殖道的其他假肢裝置、植入物和移植物的其他機械並發症
T83490	植入陰莖假體的其他機械並發症
T83491	植入睾丸假體的其他機械並發症
T83498	生殖道的其他假肢裝置、植入物和移植物的其他機械並發症
T835	泌尿系統假體、植入物和移植物引起的感染和炎症反應
T8351	導尿管引起的感染和炎症反應
T83510	膀胱造瘻導管引起的感染和炎症反應
T83511	留置導尿管引起的感染和炎症反應
T83512	腎造瘻導管引起的感染和炎症反應
T83518	其他導尿管引起的感染和炎症反應
T8359	泌尿系統假體、植入物和移植物引起的感染和炎症反應
T83590	植入式泌尿神經刺激裝置引起的感染和炎症反應
T83591	植入尿道括約肌引起的感染和炎症反應
T83592	留置輸尿管支架引起的感染和炎症反應
T83593	其他泌尿支架引起的感染和炎症反應
T83598	泌尿系統其他假體、植入物和移植物引起的感染和炎症反應
T836	由於生殖道中的假肢裝置、植入物和移植物引起的感染和炎症反應
T8361	植入陰莖假體引起的感染和炎症反應
T8362	植入睾丸假體引起的感染和炎症反應
T8369	生殖道內其他假體、植入物和移植物引起的感染和炎症反應
T837	植入網片和其他假肢材料引起的並發症
T8371	植入的網片和其他修復材料對周圍器官或組織的侵蝕
T83711	植入的陰道網對周圍器官或組織的侵蝕
T83712	植入的尿道網對周圍器官或組織的侵蝕
T83713	植入的尿道填充劑對周圍器官或組織的侵蝕
T83714	植入的輸尿管填充劑對周圍器官或組織的侵蝕
T83718	其他植入網對器官或組織的侵蝕
T83719	其他修復材料對周圍器官或組織的侵蝕
T8372	將植入的網片和其他假體材料暴露在周圍器官或組織中
T83721	植入陰道網片暴露在陰道內
T83722	植入尿道網片暴露於尿道
T83723	植入的尿道填充劑暴露於尿道
T83724	植入輸尿管填充劑暴露於輸尿管
T83728	將其他植入網片暴露在器官或組織中
T83729	將其他假肢材料暴露在器官或組織中
T8379	由於其他泌尿生殖器假體材料引起的其他特定並發症
T838	泌尿生殖器假體、植入物和移植物的其他特定並發症
T8381	泌尿生殖器假體、植入物和移植物引起的栓塞
T8382	由泌尿生殖器假體、植入物和移植物引起的纖維化
T8383	泌尿生殖系統假體、植入物和移植物引起的出血
T8384	泌尿生殖系統假肢、植入物和移植物引起的疼痛
T8385	由於泌尿生殖器假體、植入物和移植物導致的狹窄
T8386	泌尿生殖系統假體、植入物和移植物引起的血栓形成
T8389	泌尿生殖系統假體、植入物和移植物的其他特定並發症
T839	泌尿生殖器假體、植入物和移植物的未明確並發症
T84	內部矯形假肢裝置、植入物和移植物的並發症
T8401	內部關節假體破損
T84010	右側髖關節假體破損
T84011	左髖關節假體破損
T84012	右膝內部假肢破損
T84013	左膝內側假體破損
T84018	內部關節假體破損，其他部位
T84019	內部關節假體破損，未指定部位
T84020	右髖內假體脫位
T84021	左髖內假體脫位
T84022	右膝內部假體不穩定
T84023	左膝內假體不穩定
T84028	其他內部關節假體脫位
T84029	未特指的內部關節假體脫位
T84030	右側髖關節假體機械鬆動
T84031	左側髖關節假體機械鬆動
T84032	右膝內側假體關節機械鬆動
T84033	左膝內側假體關節機械鬆動
T84038	其他內部假體關節的機械鬆動
T84039	未指定內部假體關節的機械鬆動
T84050	內假體右髖關節假體周圍骨溶解
T84051	人工左髖關節假體周圍骨溶解
T84052	內假體右膝關節假體周圍骨溶解
T84053	人工左膝關節假體周圍骨溶解
T84058	其他內部假體關節的假體周圍骨溶解
T84059	未特指的內部假體關節的假體周圍骨溶解
T84060	內假體右髖關節關節面的磨損
T84061	內假體左髖關節關節面的磨損
T84062	內假肢右膝關節關節面磨損
T84063	人工左膝關節內關節面的磨損
T84068	其他內部假體關節的關節軸承面的磨損
T84069	未特指的內部假體關節的關節支承面的磨損
T84090	右髖內假體的其他機械並發症
T84091	左髖內假體的其他機械並發症
T84092	右膝內假體的其他機械並發症
T84093	左膝內假體的其他機械並發症
T84098	其他內部關節假體的其他機械並發症
T84099	未特指的內部關節假體的其他機械並發症
T84110	右肱骨內固定器故障（機械）
T84111	左肱骨內固定器故障（機械）
T84112	右前臂骨內固定器分解（機械）
T84113	左前臂骨內固定器分解（機械）
T84114	右股骨內固定器故障（機械）
T84115	左股骨內固定器故障（機械）
T84116	右小腿骨內固定器分解（機械）
T84117	左小腿骨內固定器分解（機械）
T84119	肢體未特指骨內固定裝置分解（機械）
T84120	右肱骨內固定器移位
T84121	左肱骨內固定器移位
T84122	右前臂骨內固定器移位
T84123	左前臂骨內固定器移位
T84124	右股骨內固定器移位
T84125	左股骨內固定器移位
T84126	右小腿骨內固定器移位
T84127	左小腿骨內固定器移位
T84129	肢體未特指骨內固定器移位
T84190	右肱骨內固定器的其他機械並發症
T84191	左肱骨內固定器的其他機械並發症
T84192	右前臂骨內固定器的其他機械並發症
T84193	左前臂骨內固定器的其他機械並發症
T84194	右股骨內固定器的其他機械並發症
T84195	左股骨內固定器的其他機械並發症
T84196	右小腿骨內固定器的其他機械並發症
T84197	左小腿骨內固定器的其他機械並發症
T84199	肢體未特指骨內固定器的其他機械並發症
T84210	手和手指骨內固定器的分解（機械）
T84213	足趾骨內固定器分解（機械）
T84216	椎骨內固定裝置的故障（機械）
T84218	其他骨骼內固定裝置的分解（機械）
T84220	手、指骨內固定器移位
T84223	足趾骨內固定器移位
T84226	椎骨內固定器移位
T84228	其他骨骼內固定器移位
T84290	手、指骨內固定器的其他機械並發症
T84293	足趾骨內固定器的其他機械並發症
T84296	椎骨內固定器的其他機械並發症
T84298	其他骨骼內固定裝置的其他機械並發症
T843	其他骨裝置、植入物和移植物的機械並發症
T8431	其他骨裝置、植入物和移植物的分解（機械）
T84310	電子骨刺激器的故障（機械）
T84318	其他骨裝置、植入物和移植物的分解（機械）
T8432	其他骨裝置、植入物和移植物的位移
T84320	電子骨刺激器的位移
T84328	其他骨裝置、植入物和移植物的位移
T8439	其他骨裝置、植入物和移植物的其他機械並發症
T84390	電子骨刺激器的其他機械並發症
T84398	其他骨裝置、植入物和移植物的其他機械並發症
T844	其他內部矯形裝置、植入物和移植物的機械並發症
T8441	其他內部矯形裝置、植入物和移植物的故障（機械）
T84410	肌肉和肌腱移植物的分解（機械）
T84418	其他內部矯形裝置、植入物和移植物的故障（機械）
T8442	其他內部矯形裝置、植入物和移植物的位移
T84420	肌肉和肌腱移植物的移位
T84428	其他內部矯形裝置、植入物和移植物的位移
T8449	其他內部矯形裝置、植入物和移植物的其他機械並發症
T84490	肌肉和肌腱移植物的其他機械並發症
T84498	其他內部矯形裝置、植入物和移植物的其他機械並發症
T8450	由於未指定的內部關節假體引起的感染和炎症反應
T8451	右側髖關節假體引起的感染和炎症反應
T8452	左髖內假體引起的感染和炎症反應
T8453	右膝內假體引起的感染和炎症反應
T8454	左膝內假體引起的感染和炎症反應
T8459	其他內部關節假體引起的感染和炎症反應
T8460	不明部位內固定裝置引起的感染及炎症反應
T84610	右肱骨內固定器感染及炎症反應
T84611	左肱骨內固定器感染及炎症反應
T84612	右橈骨內固定器感染及炎症反應
T84613	左橈骨內固定器感染及炎症反應
T84614	右尺骨內固定器感染及炎症反應
T84615	左尺骨內固定器感染及炎症反應
T84619	非特指骨內固定器引起的感染及炎症反應
T84620	右股骨內固定器感染及炎症反應
T84621	左股骨內固定器感染及炎症反應
T84622	右脛骨內固定器感染及炎症反應
T84623	左脛骨內固定器感染及炎症反應
T84624	右腓骨內固定器感染及炎症反應
T84625	左腓骨內固定器感染及炎症反應
T84629	下肢不明骨內固定器感染及炎症反應
T8463	脊柱內固定器感染及炎症反應
T8469	其他部位內固定裝置引起的感染和炎症反應
T847	由於其他內部骨科假肢裝置、植入物和移植物引起的感染和炎症反應
T848	內部矯形假肢裝置、植入物和移植物的其他特定並發症
T8481	內部矯形假肢裝置、植入物和移植物引起的栓塞
T8482	由於內部矯形假肢裝置、植入物和移植物引起的纖維化
T8483	由於內部矯形假肢裝置、植入物和移植物引起的出血
T8484	內部矯形假肢裝置、植入物和移植物引起的疼痛
T8485	由於內部矯形假肢裝置、植入物和移植物引起的狹窄
T8486	由於內部矯形假肢裝置、植入物和移植物引起的血栓形成
T8489	內部矯形假肢裝置、植入物和移植物的其他特定並發症
T849	內部矯形假體裝置、植入物和移植物的未明確並發症
T85	其他內部假肢裝置、植入物和移植物的並發症
T8501	腦室顱內（交通）分流器的故障（機械）
T8502	腦室顱內（交通）分流器移位
T8503	腦室顱內（交通）分流器漏氣
T8509	腦室顱內（交通）分流術的其他機械並發症
T8511	植入神經系統電子刺激器的故障（機械）
T85110	腦電極（鉛）植入式電子神經刺激器的故障（機械）
T85111	周圍神經電極（引線）植入式電子神經刺激器的故障（機械）
T85112	脊髓電極（引線）植入式電子神經刺激器的故障（機械）
T85113	植入式電子神經刺激器、發生器的故障（機械）
T85118	其他植入式神經系統電子刺激器的故障（機械）
T85120	腦電極（鉛）植入式電子神經刺激器的位移
T85121	周圍神經電極（導聯）植入式電子神經刺激器的位移
T85122	脊髓電極（導聯）植入式電子神經刺激器的位移
T85123	植入式電子神經刺激器、發生器的位移
T85128	其他植入式神經系統電子刺激器的位移
T85190	腦電極（鉛）植入式電子神經刺激器的其他機械並發症
T85191	周圍神經電極（導聯）植入式電子神經刺激器的其他機械並發症
T85192	脊髓電極（導聯）植入式電子神經刺激器的其他機械並發症
T85193	植入式電子神經刺激器、發生器的其他機械並發症
T85199	其他植入式神經系統電子刺激器的其他機械並發症
T8521	人工晶狀體的分解（機械）
T8522	人工晶狀體移位
T8529	人工晶狀體的其他機械並發症
T853	其他眼部假肢裝置、植入物和移植物的機械並發症
T8531	其他眼部假肢裝置、植入物和移植物的故障（機械）
T85310	右眼假體眼眶的故障（機械）
T85311	左眼假體眼眶的分解（機械）
T85318	其他眼部假肢裝置、植入物和移植物的故障（機械）
T8532	置換其他眼部假肢裝置、植入物和移植物
T85320	右眼假體眼眶移位
T85321	左眼假體眼眶移位
T85328	置換其他眼部假肢裝置、植入物和移植物
T8539	其他眼部假體裝置、植入物和移植物的其他機械並發症
T85390	右眼假體眼眶的其他機械並發症
T85391	左眼假體眼眶的其他機械並發症
T85398	其他眼部假體裝置、植入物和移植物的其他機械並發症
T854	乳房假體和假體的機械並發症
T8541	乳房假體和植入物的故障（機械）
T8542	乳房假體和植入物的位移
T8543	乳房假體和植入物滲漏
T8544	乳房假體包膜攣縮
T8549	乳房假體和植入物的其他機械並發症
T855	胃腸假體裝置、植入物和移植物的機械並發症
T8551	胃腸假體裝置、植入物和移植物的故障（機械）
T85510	膽管假體的故障（機械）
T85511	食管抗反流裝置故障（機械）
T85518	其他胃腸道假肢裝置、植入物和移植物的故障（機械）
T8552	胃腸假體裝置、植入物和移植物的移位
T85520	膽管假體移位
T85521	食管抗反流裝置移位
T85528	置換其他胃腸道假肢裝置、植入物和移植物
T8559	胃腸假體裝置、植入物和其他機械並發症
T85590	膽管假體的其他機械並發症
T85591	食管抗反流裝置的其他機械並發症
T85598	其他胃腸道假肢裝置、植入物和移植物的其他機械並發症
T856	其他指定的內部和外部假肢裝置、植入物和移植物的機械並發症
T8561	其他指定的內部假肢裝置、植入物和移植物的故障（機械）
T85610	顱或脊髓輸液導管的故障（機械）
T85611	腹膜內透析導管的故障（機械）
T85612	永久縫合線的故障（機械）
T85613	人工皮膚移植物和脫細胞異體真皮的分解（機械）
T85614	胰島素泵故障（機械）
T85615	其他神經系統裝置、植入物或移植物的故障（機械）
