E083211	由潛在疾病引起的糖尿病伴輕度非增殖性糖尿病視網膜病變伴黃斑水腫，右眼
V605XXS	重型運輸車輛司機在交通事故中與行人或動物相撞受傷，後遺症
V606XXA	重型運輸車輛的乘客在交通事故中與行人或動物相撞受傷，初次相遇
V606XXD	重型運輸車輛的乘客在交通事故中與行人或動物相撞受傷，隨後遇到
V606XXS	重型運輸車乘客在交通事故中與行人或動物相撞受傷，後遺症
V607XXA	在交通事故中與行人或動物相撞受傷的重型運輸車輛外的人，初次相遇
V607XXD	重型運輸車輛外的人在交通事故中與行人或動物相撞受傷，隨後遇到
V607XXS	重型運輸車外人員在交通事故中與行人或動物相撞受傷，後遺症
V609XXA	在交通事故中與行人或動物相撞受傷的重型運輸車輛的未指明乘員，初次相遇
V609XXD	不明身份的重型運輸車輛乘員在交通事故中與行人或動物相撞受傷，隨後遭遇
V609XXS	交通意外中與行人或動物相撞受傷的重型運輸車輛的未指明乘員，後遺症
V610XXA	重型運輸車輛駕駛員在非交通事故中與腳踏車相撞受傷，初次相遇
V610XXD	重型運輸車司機在非交通事故中與腳踏車相撞受傷，隨後遭遇
V610XXS	重型運輸車司機在非交通事故中與腳踏車相撞受傷，後遺症
V611XXA	重型運輸車乘客在非交通事故中與腳踏車相撞受傷，初次相遇
V611XXD	重型運輸車乘客在非交通事故中與腳踏車相撞受傷，隨後遭遇
V611XXS	重型運輸車乘客在非交通事故中與腳踏車相撞受傷，後遺症
V612XXA	在非交通事故中與腳踏車相撞受傷的重型運輸車輛外人員，初次相遇
V612XXD	重型運輸車輛外側人員在非交通事故中與腳踏車相撞受傷，隨後遭遇
V612XXS	重型運輸車外人員在非交通事故中與腳踏車相撞受傷，後遺症
V613XXA	重型運輸車輛的未指明乘客在非交通意外中與腳踏車相撞受傷，初次相遇
V613XXD	重型運輸車輛的未指明乘員在非交通事故中與腳踏車相撞受傷，隨後遇到
V613XXS	重型運輸車輛的不明乘員在非交通事故中與腳踏車相撞受傷，後遺症
V614XXA	上或下重型運輸車輛的人在上或下時與腳踏車相撞而受傷，初次相遇
V614XXD	上或下重型運輸車輛的人在上或下時與踏板自行車相撞而受傷，隨後遇到
V614XXS	上下重型運輸車輛的人在上下車時與腳踏車相撞而受傷，後遺症
V615XXA	重型運輸車輛駕駛員在交通事故中與腳踏車相撞受傷，初次相遇
V615XXD	重型運輸車司機在交通事故中與腳踏車相撞受傷，隨後遭遇
V615XXS	重型運輸車司機在交通事故中與腳踏車相撞受傷，後遺症
V616XXA	重型運輸車輛中的乘客在交通事故中與腳踏車相撞受傷，初次相遇
V616XXD	重型運輸車乘客在交通事故中與腳踏車相撞受傷，隨後遭遇
V616XXS	重型運輸車乘客在交通事故中與腳踏車相撞受傷，後遺症
V617XXA	重型運輸車外人員在交通事故中與腳踏車相撞受傷，初次相遇
V617XXD	重型運輸車輛外側人員在交通事故中與腳踏車相撞受傷，隨後遭遇
V617XXS	重型運輸車外人員在交通事故中與腳踏車相撞受傷，後遺症
V619XXA	重型運輸車輛的未指明乘客在交通事故中與腳踏車相撞受傷，初次相遇
V619XXD	重型運輸車輛的不明乘員在交通事故中與腳踏車相撞受傷，隨後遇到
V619XXS	重型運輸車輛的未指明乘員在交通事故中與腳踏車相撞受傷，後遺症
V620XXA	重型運輸車輛駕駛員在非交通事故中與兩輪或三輪機動車相撞受傷，初次相遇
V620XXD	重型運輸車輛駕駛員在非交通事故中與兩輪或三輪機動車相撞受傷，隨後遭遇
V620XXS	重型運輸車輛司機在非交通事故中與兩輪或三輪機動車相撞受傷，後遺症
V621XXA	重型運輸車輛乘客在非交通事故中與兩輪或三輪機動車相撞受傷，初次相遇
V621XXD	重型運輸車乘客在非交通事故中與兩輪或三輪機動車相撞受傷，隨後遭遇
V621XXS	重型運輸車乘客在非交通事故中與兩輪或三輪機動車相撞受傷，後遺症
V622XXA	在非交通意外中與兩輪或三輪機動車輛相撞受傷的重型運輸車輛外側人員，初次相遇
V622XXD	重型運輸車外的人在非交通事故中與兩輪或三輪機動車輛相撞受傷，隨後遇到
V622XXS	重型運輸車外人員在非交通事故中與兩輪或三輪機動車相撞受傷，後遺症
V623XXA	在非交通事故中與兩輪或三輪機動車輛相撞受傷的重型運輸車輛的未指明乘客，初次相遇
V623XXD	在非交通事故中與兩輪或三輪機動車輛相撞受傷的重型運輸車輛的未指明乘客，隨後遇到
V623XXS	重型運輸車輛的未指明乘員在非交通事故中與兩輪或三輪機動車輛相撞受傷，後遺症
V624XXA	在與兩輪或三輪機動車輛相撞時受傷的重型運輸車輛上下車的人，初次相遇
V624XXD	上或下重型運輸車輛的人在與兩輪或三輪機動車輛的碰撞中受傷，隨後遇到
V624XXS	上或下重型運輸車輛的人與兩輪或三輪機動車輛相撞受傷，後遺症
V625XXA	重型運輸車輛駕駛員在交通事故中與兩輪或三輪機動車相撞受傷，初次相遇
V625XXD	重型運輸車輛司機在交通事故中與兩輪或三輪機動車相撞受傷，隨後遭遇
V625XXS	重型運輸車輛駕駛員在交通事故中與兩輪或三輪機動車相撞受傷，後遺症
V626XXA	重型運輸車乘客在交通事故中與兩輪或三輪機動車相撞受傷，初次相遇
V626XXD	重型運輸車乘客在交通事故中與兩輪或三輪機動車相撞受傷，隨後遭遇
V626XXS	重型運輸車乘客在交通事故中與兩輪或三輪機動車相撞受傷，後遺症
V627XXA	重型運輸車外人員在交通事故中與兩輪或三輪機動車相撞受傷，初次相遇
V627XXD	重型運輸車外的人在交通事故中與兩輪或三輪機動車相撞受傷，隨後遇到
V627XXS	重型運輸車外人員在交通事故中與兩輪或三輪機動車相撞受傷，後遺症
V629XXA	重型運輸車輛的不明乘員在交通事故中與兩輪或三輪機動車輛相撞受傷，初次相遇
V629XXD	重型運輸車輛的不明乘員在交通事故中與兩輪或三輪機動車輛相撞受傷，隨後遭遇
V629XXS	重型運輸車輛未指明乘員在交通事故中與兩輪或三輪機動車相撞受傷，後遺症
V630XXA	重型運輸車輛駕駛員在非交通事故中與汽車、皮卡車或麵包車相撞受傷，初次相遇
V630XXD	重型運輸車輛司機在非交通事故中與汽車、皮卡車或麵包車相撞受傷，隨後遭遇
V630XXS	重型運輸車輛司機在非交通事故中與汽車、皮卡車或麵包車相撞受傷，後遺症
V631XXA	重型運輸車輛的乘客在非交通事故中與汽車、皮卡車或貨車相撞受傷，初次相遇
V631XXD	重型運輸車輛的乘客在非交通事故中與汽車、皮卡車或麵包車相撞受傷，隨後遇到
V631XXS	重型運輸車輛的乘客在非交通事故中與汽車、皮卡車或貨車相撞受傷，後遺症
V632XXA	在非交通事故中與汽車、皮卡車或貨車相撞而受傷的重型運輸車輛外部人員，初次相遇
V632XXD	在非交通事故中與汽車、皮卡車或麵包車相撞受傷的重型運輸車輛外部人員，隨後遇到
V632XXS	重型運輸車輛外的人在非交通事故中與汽車、皮卡車或貨車相撞受傷，後遺症
V633XXA	未指明的重型運輸車輛乘員在非交通意外中與汽車、皮卡車或貨車相撞受傷，初次相遇
V633XXD	重型運輸車輛的未指明乘客在非交通事故中與汽車、皮卡車或麵包車相撞受傷，隨後遇到
V633XXS	重型運輸車輛的未指明乘客在非交通事故中與汽車、皮卡車或貨車相撞受傷，後遺症
V634XXA	在與汽車、皮卡車或貨車相撞時受傷的重型運輸車輛上下車的人，初次相遇
V634XXD	上或下重型運輸車輛的人在與汽車、皮卡車或貨車相撞時受傷，隨後遇到
V634XXS	上或下重型運輸車輛的人與汽車、皮卡車或貨車相撞受傷，後遺症
V635XXA	重型運輸車輛司機在交通事故中與汽車、皮卡車或麵包車相撞受傷，初次相遇
V635XXD	重型運輸車輛司機在交通事故中與轎車、皮卡車或麵包車相撞受傷，隨後遭遇
V635XXS	重型運輸車輛司機在交通事故中與汽車、皮卡車或麵包車相撞受傷，後遺症
V636XXA	重型運輸車輛的乘客在交通事故中與汽車、皮卡車或麵包車相撞受傷，初次相遇
V636XXD	重型運輸車輛的乘客在交通事故中與汽車、皮卡車或麵包車相撞受傷，隨後遇到
V636XXS	重型運輸車輛的乘客在交通事故中與汽車、皮卡車或麵包車相撞受傷，後遺症
V637XXA	重型運輸車輛外的人在交通事故中與汽車、皮卡車或麵包車相撞受傷，初次相遇
V637XXD	重型運輸車輛外的人在交通事故中與汽車、皮卡車或麵包車相撞受傷，隨後遇到
V637XXS	重型運輸車輛外的人在交通事故中與汽車、皮卡車或麵包車相撞受傷，後遺症
V639XXA	未指明的重型運輸車輛乘員在交通事故中與汽車、皮卡車或麵包車相撞受傷，初次相遇
V639XXD	不明身份的重型運輸車輛乘員在交通事故中與汽車、皮卡車或麵包車相撞受傷，隨後遭遇
V639XXS	不明身份的重型運輸車輛乘員在交通事故中與汽車、皮卡車或麵包車相撞受傷，後遺症
V640XXA	重型運輸車輛駕駛員在非交通事故中與重型運輸車輛或公共汽車相撞受傷，初次相遇
V640XXD	重型運輸車輛司機在非交通事故中與重型運輸車輛或公共汽車相撞受傷，隨後遇到
V640XXS	重型運輸車輛司機在非交通事故中與重型運輸車輛或公共汽車相撞受傷，後遺症
V641XXA	重型運輸車輛乘客在非交通事故中與重型運輸車輛或公共汽車相撞受傷，初次相遇
V641XXD	重型運輸車輛乘客在非交通事故中與重型運輸車輛或公共汽車相撞受傷，隨後遇到
V641XXS	重型運輸車輛乘客在非交通事故中與重型運輸車輛或公共汽車相撞受傷，後遺症
V642XXA	重型運輸車輛外的人在非交通事故中與重型運輸車輛或公共汽車相撞受傷，初次相遇
V642XXD	重型運輸車輛外的人在非交通事故中與重型運輸車輛或公共汽車相撞受傷，隨後遇到
V642XXS	重型運輸車輛外人員與重型運輸車輛或公共汽車在非交通事故中相撞受傷，後遺症
V643XXA	在非交通事故中與重型運輸車輛或公共汽車相撞受傷的重型運輸車輛的未指明乘客，初次相遇
V643XXD	在非交通事故中與重型運輸車輛或公共汽車相撞受傷的重型運輸車輛的未指明乘客，隨後遇到
V643XXS	重型運輸車輛的不明乘員在非交通事故中與重型運輸車輛或公共汽車相撞受傷，後遺症
V644XXA	上或下重型運輸車輛的人在上下車時與重型運輸車輛或公共汽車相撞而受傷，初次相遇
V644XXD	上或下重型運輸車輛的人在上下車時與重型運輸車輛或公共汽車相撞而受傷，隨後遇到
V644XXS	上或下重型運輸車輛的人在上下車時與重型運輸車輛或公共汽車相撞而受傷，後遺症
V645XXA	重型運輸車輛司機在交通事故中與重型運輸車輛或公共汽車相撞受傷，初次相遇
V645XXD	重型運輸車輛司機在交通事故中與重型運輸車輛或公共汽車相撞受傷，隨後遭遇
V645XXS	重型運輸車輛司機在交通事故中與重型運輸車輛或公共汽車相撞受傷，後遺症
V646XXA	重型運輸車輛乘客在交通事故中與重型運輸車輛或公共汽車相撞受傷，初次相遇
V646XXD	重型運輸車輛乘客在交通事故中與重型運輸車輛或公共汽車相撞受傷，隨後遇到
V646XXS	重型運輸車輛乘客在交通事故中與重型運輸車輛或公共汽車相撞受傷，後遺症
V647XXA	重型運輸車輛外人員在交通事故中與重型運輸車輛或公共汽車相撞受傷，初次相遇
V647XXD	重型運輸車輛外的人在交通事故中與重型運輸車輛或公共汽車相撞受傷，隨後遇到
V647XXS	重型運輸車輛外人員在交通事故中與重型運輸車輛或公共汽車相撞受傷，後遺症
V649XXA	未指明的重型運輸車輛乘員在交通事故中與重型運輸車輛或公共汽車相撞受傷，初次相遇
V649XXD	不明身份的重型運輸車輛乘員在交通事故中與重型運輸車輛或公共汽車相撞受傷，隨後遇到
V649XXS	不明身份的重型運輸車輛乘員在交通事故中與重型運輸車輛或公共汽車相撞受傷，後遺症
V650XXA	重型運輸車輛駕駛員在非交通事故中與鐵路列車或鐵路車輛相撞受傷，初次相遇
V650XXD	重型運輸車輛駕駛員在非交通事故中與鐵路列車或鐵路車輛相撞受傷，隨後遇到
V650XXS	重型運輸車輛駕駛員在非交通事故中與鐵路列車或鐵路車輛相撞受傷，後遺症
V651XXA	重型運輸車輛乘客在非交通事故中與鐵路列車或鐵路車輛相撞受傷，初次相遇
V651XXD	重型運輸車輛乘客在非交通事故中與鐵路列車或鐵路車輛相撞受傷，隨後遇到
V651XXS	重型運輸車輛乘客與鐵路列車或鐵路車輛在非交通事故中碰撞受傷，後遺症
V652XXA	重型運輸車輛外的人在與鐵路列車或非交通事故中的鐵路車輛相撞時受傷，初次相遇
V652XXD	重型運輸車輛外的人在與鐵路列車或非交通事故中的鐵路車輛相撞中受傷，隨後遇到
V652XXS	重型運輸車輛外人員與鐵路列車或非交通事故中的鐵路車輛相撞受傷，後遺症
V653XXA	未指明的重型運輸車輛乘員在與鐵路列車或非交通事故中的鐵路車輛相撞時受傷，初次相遇
V653XXD	未指明的重型運輸車輛乘員在與鐵路列車或非交通事故中的鐵路車輛碰撞中受傷，隨後遇到
V653XXS	未指明的重型運輸車輛乘員在與鐵路列車或非交通事故中的鐵路車輛相撞時受傷，後遺症
V654XXA	在與鐵路列車或鐵路車輛碰撞中受傷的重型運輸車輛上下車的人，初次相遇
V654XXD	上或下重型運輸車輛的人在與鐵路列車或鐵路車輛碰撞中受傷，隨後遇到
V654XXS	上或下重型運輸車輛的人與鐵路列車或鐵路車輛相撞受傷，後遺症
V655XXA	重型運輸車輛司機在交通事故中與鐵路列車或鐵路車輛相撞受傷，初次相遇
V655XXD	重型運輸車輛司機在交通事故中與鐵路列車或鐵路車輛相撞受傷，隨後遭遇
V655XXS	重型運輸車輛司機在交通事故中與鐵路列車或鐵路車輛相撞受傷，後遺症
V656XXA	重型運輸車輛乘客在交通事故中與鐵路列車或鐵路車輛相撞受傷，初次相遇
V656XXD	重型運輸車輛乘客在交通事故中與鐵路列車或鐵路車輛相撞受傷，隨後遇到
V656XXS	重型運輸車輛乘客在交通事故中與鐵路列車或鐵路車輛相撞受傷，後遺症
V657XXA	在交通意外中與鐵路列車或鐵路車輛相撞受傷的重型運輸車輛外部人員，初次相遇
V657XXD	重型運輸車輛外人員在交通事故中與鐵路列車或鐵路車輛相撞受傷，隨後遇到
V657XXS	重型運輸車輛外人員與鐵路列車或鐵路車輛相撞受傷，後遺症
V659XXA	未指明的重型運輸車輛乘員在交通事故中與鐵路列車或鐵路車輛相撞受傷，初次相遇
V659XXD	不明身份的重型運輸車輛乘員在交通事故中與鐵路列車或鐵路車輛相撞受傷，隨後遇到
V659XXS	不明身份的重型運輸車輛乘員在交通事故中與鐵路列車或鐵路車輛相撞受傷，後遺症
V660XXA	重型運輸車輛駕駛員在非交通事故中與其他非機動車相撞受傷，初次相遇
V660XXD	重型運輸車輛駕駛員在非交通事故中與其他非機動車相撞受傷，隨後遭遇
V660XXS	重型運輸車輛駕駛員在非交通事故中與其他非機動車相撞受傷，後遺症
V661XXA	重型運輸車輛乘客在非交通事故中與其他非機動車相撞受傷，初次相遇
V661XXD	重型運輸車輛乘客在非交通事故中與其他非機動車相撞受傷，隨後遭遇
V661XXS	重型運輸車輛乘客在非交通事故中與其他非機動車相撞受傷，後遺症
V662XXA	在非交通意外中與其他非機動車輛相撞受傷的重型運輸車輛外人員，初次相遇
V662XXD	重型運輸車輛外側人員在非交通事故中與其他非機動車相撞受傷，隨後遭遇
V662XXS	重型運輸車輛外人員在非交通事故中與其他非機動車相撞受傷，後遺症
V663XXA	在非交通事故中與其他非機動車輛相撞受傷的重型運輸車輛的未指明乘員，初次相遇
V663XXD	在非交通事故中與其他非機動車輛相撞受傷的重型運輸車輛的未指明乘員，隨後遇到
V663XXS	重型運輸車輛未指明乘員在非交通事故中與其他非機動車輛相撞受傷，後遺症
V664XXA	在與其他非機動車輛碰撞中受傷的重型運輸車輛上或下的人，初次相遇
V664XXD	上或下重型運輸車輛的人與其他非機動車輛相撞受傷，隨後遇到
V664XXS	上或下重型運輸車輛的人與其他非機動車相撞受傷，後遺症
V665XXA	重型運輸車輛駕駛員在交通事故中與其他非機動車相撞受傷，初次相遇
V665XXD	重型運輸車輛駕駛員在交通事故中與其他非機動車相撞受傷，後續遭遇
V665XXS	重型運輸車輛駕駛員在交通事故中與其他非機動車相撞受傷，後遺症
V666XXA	重型運輸車乘客在交通事故中與其他非機動車相撞受傷，初次相遇
V666XXD	重型運輸車乘客在交通事故中與其他非機動車相撞受傷，隨後遭遇
V666XXS	重型運輸車乘客在交通事故中與其他非機動車相撞受傷，後遺症
V667XXA	重型運輸車外人員在交通事故中與其他非機動車相撞受傷，初次相遇
V667XXD	重型運輸車輛外側人員在交通事故中與其他非機動車相撞受傷，後續遭遇
V667XXS	重型運輸車外人員在交通事故中與其他非機動車相撞受傷，後遺症
V669XXA	在交通事故中與其他非機動車輛相撞受傷的重型運輸車輛的未指明乘員，初次相遇
V669XXD	重型運輸車輛的不明乘員在交通事故中與其他非機動車輛相撞受傷，隨後遭遇
V669XXS	重型運輸車輛未指明乘員在交通事故中與其他非機動車相撞受傷，後遺症
V670XXA	重型運輸車輛駕駛員在非交通事故中與固定或靜止物體相撞受傷，初次相遇
V670XXD	重型運輸車輛駕駛員在非交通事故中與固定或靜止物體相撞受傷，隨後遭遇
V670XXS	重型運輸車輛駕駛員在非交通事故中與固定或靜止物體相撞受傷，後遺症
V671XXA	重型運輸車輛乘客在非交通事故中與固定或靜止物體碰撞受傷，初次相遇
V671XXD	重型運輸車輛乘客在非交通事故中與固定或靜止物體碰撞受傷，隨後遇到
V671XXS	重型運輸車輛乘客在非交通事故中與固定或靜止物體相撞受傷，後遺症
V672XXA	在非交通意外中，在與固定或靜止物體碰撞中受傷的重型運輸車輛外部人員，初次相遇
V672XXD	在非交通意外中與固定或靜止物體碰撞而受傷的重型運輸車輛外部人員，隨後遇到
V672XXS	重型運輸車輛外側人員在非交通事故中與固定或靜止物體相撞受傷，後遺症
V673XXA	在非交通意外中與固定或靜止物體碰撞受傷的重型運輸車輛的未指明乘員，初次相遇
V673XXD	重型運輸車輛的未指明乘員在非交通事故中與固定或靜止物體碰撞受傷，隨後遇到
V673XXS	重型運輸車輛的未指明乘員在非交通事故中與固定或靜止物體相撞受傷，後遺症
V674XXA	在與固定或靜止物體碰撞中受傷的重型運輸車輛上或下的人，初次相遇
V674XXD	上或下重型運輸車輛的人在與固定或靜止物體碰撞時受傷，隨後遇到
V674XXS	上或下重型運輸車輛的人在與固定或靜止物體碰撞時受傷，後遺症
V675XXA	重型運輸車輛駕駛員在交通事故中與固定或靜止物體相撞受傷，初次相遇
V675XXD	重型運輸車輛駕駛員在交通事故中與固定或靜止物體相撞受傷，隨後遭遇
V675XXS	重型運輸車輛駕駛員在交通事故中與固定或靜止物體相撞受傷，後遺症
V676XXA	重型運輸車輛乘客在交通事故中與固定或靜止物體相撞受傷，初次相遇
V676XXD	重型運輸車輛乘客在交通事故中與固定或靜止物體相撞受傷，隨後遭遇
V676XXS	重型運輸車輛乘客在交通事故中與固定或靜止物體相撞受傷，後遺症
V677XXA	在交通事故中與固定或靜止物體碰撞受傷的重型運輸車輛外部人員，初次相遇
V677XXD	重型運輸車輛外側人員在交通事故中與固定或靜止物體相撞受傷，隨後遭遇
V677XXS	重型運輸車外人員在交通事故中與固定或靜止物體相撞受傷，後遺症
V679XXA	在交通事故中與固定或靜止物體碰撞受傷的重型運輸車輛的未指明乘員，初次相遇
V679XXD	重型運輸車輛的不明乘員在交通事故中與固定或靜止物體相撞受傷，隨後遇到
V679XXS	重型運輸車輛未指明乘員在交通事故中與固定或靜止物體相撞受傷，後遺症
V680XXA	重型運輸車輛駕駛員在非交通事故中非碰撞運輸事故中受傷，初次相遇
V680XXD	重型運輸車輛駕駛員在非交通事故中非碰撞運輸事故中受傷，隨後遇到
V680XXS	重型運輸車輛司機在非交通事故非碰撞運輸事故中受傷，後遺症
V681XXA	重型運輸車輛的乘客在非交通事故中的非碰撞運輸事故中受傷，初次相遇
V681XXD	重型運輸車輛乘客在非交通意外中的非碰撞運輸事故中受傷，隨後遇到
V681XXS	重型運輸車輛乘客在非交通事故非碰撞運輸事故中受傷，後遺症
V682XXA	非交通意外中非碰撞運輸事故中受傷的重型運輸車輛外部人員，初次相遇
V682XXD	非交通事故中非碰撞運輸事故中重型運輸車輛外部人員受傷，隨後遇到
V682XXS	非交通事故中非碰撞運輸事故中重型運輸車輛外人員受傷，後遺症
V683XXA	非交通意外中的非碰撞運輸事故中受傷的重型運輸車輛的未指明乘客，初次相遇
V683XXD	重型運輸車輛的未指明乘員在非交通事故中的非碰撞運輸事故中受傷，隨後遇到
V683XXS	重型運輸車輛未指明乘員在非交通意外中的非碰撞運輸事故中受傷，後遺症
V684XXA	在非碰撞運輸事故中受傷的重型運輸車輛上下車人員，初次相遇
V684XXD	在非碰撞運輸事故中受傷的重型運輸車輛上下車人員，隨後遇到
V684XXS	在非碰撞運輸事故中受傷的重型運輸車輛上下車人員，後遺症
V685XXA	重型運輸車輛駕駛員在交通事故中非碰撞運輸事故中受傷，初次相遇
V685XXD	重型運輸車輛駕駛員在交通事故中非碰撞運輸事故中受傷，後續遭遇
V685XXS	重型運輸車輛司機在交通事故中非碰撞運輸事故中受傷，後遺症
V686XXA	重型運輸車輛乘客在交通事故非碰撞運輸事故中受傷，初次相遇
V686XXD	重型運輸車輛乘客在交通事故中非碰撞運輸事故中受傷，隨後遭遇
V686XXS	重型運輸車輛乘客在交通事故非碰撞運輸事故中受傷，後遺症
V687XXA	交通事故中非碰撞運輸事故中重型運輸車外人員受傷，初次相遇
V687XXD	交通事故中非碰撞運輸事故中重型運輸車外人員受傷，後續遭遇
V687XXS	交通事故中非碰撞運輸事故中重型運輸車外人員受傷，後遺症
V689XXA	交通意外中非碰撞運輸事故中受傷的重型運輸車輛的未指明乘員，初次相遇
V689XXD	重型運輸車輛的未指明乘員在交通事故中的非碰撞運輸事故中受傷，隨後遇到
V689XXS	重型運輸車輛未指明乘員在交通事故中非碰撞運輸事故中受傷，後遺症
V6900XA	重型運輸車輛駕駛員在非交通事故中與不明機動車輛相撞受傷，初次相遇
V6900XD	重型運輸車輛司機在非交通事故中與不明機動車輛相撞受傷，隨後遭遇
V6900XS	重型運輸車輛司機在非交通事故中與不明機動車輛相撞受傷，後遺症
V6909XA	重型運輸車輛駕駛員在非交通事故中與其他機動車輛相撞受傷，初次相遇
V6909XD	重型運輸車司機在非交通事故中與其他機動車輛相撞受傷，隨後遭遇
V6909XS	重型運輸車司機在非交通事故中與其他機動車相撞受傷，後遺症
V6910XA	重型運輸車輛乘客在非交通事故中與不明機動車輛相撞受傷，初次相遇
V6910XD	重型運輸車輛乘客在非交通事故中與不明機動車輛相撞受傷，隨後遭遇
V6910XS	重型運輸車乘客在非交通事故中與不明機動車輛相撞受傷，後遺症
V6919XA	重型運輸車乘客在非交通事故中與其他機動車輛相撞受傷，初次相遇
V6919XD	重型運輸車乘客在非交通事故中與其他機動車輛相撞受傷，隨後遭遇
V6919XS	重型運輸車乘客在非交通事故中與其他機動車輛相撞受傷，後遺症
V6920XA	在非交通意外中與不明機動車輛相撞受傷的重型運輸車輛的不明乘員，初次相遇
V6920XD	重型運輸車輛的不明乘員在非交通事故中與不明機動車輛相撞受傷，隨後遭遇
V6920XS	重型運輸車輛的不明乘員在非交通事故中與不明機動車輛相撞受傷，後遺症
V6929XA	未指明的重型運輸車輛乘員在非交通事故中與其他機動車輛相撞受傷，初次相遇
V6929XD	在非交通事故中與其他機動車輛相撞受傷的重型運輸車輛的未指明乘客，隨後遇到
V6929XS	重型運輸車輛的未指明乘客在非交通事故中與其他機動車輛相撞受傷，後遺症
V693XXA	重型運輸車輛的乘員（司機）（乘客）在未指明的非交通意外中受傷，初次相遇
V693XXD	重型運輸車輛的乘員（司機）（乘客）在未指明的非交通事故中受傷，隨後遇到
V693XXS	重型運輸車輛的乘員（司機）（乘客）在未指明的非交通事故中受傷，後遺症
V6940XA	重型運輸車輛司機在交通事故中與不明機動車輛相撞受傷，初次相遇
V6940XD	重型運輸車輛司機在交通事故中與不明機動車輛相撞受傷，隨後遭遇
V6940XS	重型運輸車輛司機在交通事故中與不明機動車輛相撞受傷，後遺症
V6949XA	重型運輸車輛駕駛員在交通事故中與其他機動車輛相撞受傷，初次相遇
V6949XD	重型運輸車輛司機在交通事故中與其他機動車輛相撞受傷，隨後遭遇
V6949XS	重型運輸車司機在交通事故中與其他機動車相撞受傷，後遺症
V6950XA	重型運輸車乘客在交通事故中與不明機動車輛相撞受傷，初次相遇
V6950XD	重型運輸車乘客在交通事故中與不明機動車輛相撞受傷，隨後遭遇
V6950XS	重型運輸車乘客在交通事故中與不明機動車輛相撞受傷，後遺症
V6959XA	重型運輸車乘客在交通事故中與其他機動車輛相撞受傷，初次相遇
V6959XD	重型運輸車乘客在交通事故中與其他機動車輛相撞受傷，隨後遭遇
V6959XS	重型運輸車乘客在交通事故中與其他機動車輛相撞受傷，後遺症
V6960XA	重型運輸車輛的不明乘員在交通事故中與不明機動車輛相撞受傷，初次相遇
V6960XD	重型運輸車輛的不明乘員在交通事故中與不明機動車輛相撞受傷，隨後遭遇
V6960XS	重型運輸車輛的不明乘員在交通事故中與不明機動車輛相撞受傷，後遺症
V6969XA	未指明的重型運輸車輛乘員在交通事故中與其他機動車輛相撞受傷，初次相遇
V6969XD	不明身份的重型運輸車輛乘員在交通事故中與其他機動車輛相撞受傷，隨後遭遇
V6969XS	重型運輸車輛未指明乘員在交通事故中與其他機動車輛相撞受傷，後遺症
V6981XA	重型運輸車輛的乘員（司機）（乘客）在與軍車的運輸事故中受傷，初次相遇
V6981XD	重型運輸車輛的乘員（司機）（乘客）在與軍車的運輸事故中受傷，隨後遇到
V6981XS	重型運輸車輛乘員（司機）（乘客）在與軍用車輛發生運輸事故中受傷，後遺症
V6988XA	在其他指明的運輸事故中受傷的重型運輸車輛的乘員（司機）（乘客），初次遭遇
V6988XD	重型運輸車輛的乘員（司機）（乘客）在其他指明的運輸事故中受傷，隨後遇到
V6988XS	重型運輸車輛的乘員（司機）（乘客）在其他指明的運輸事故中受傷，後遺症
V699XXA	重型運輸車輛的乘員（司機）（乘客）在未指明的交通事故中受傷，初次相遇
V699XXD	重型運輸車輛的乘員（司機）（乘客）在未指明的交通事故中受傷，隨後遇到
V699XXS	重型運輸車輛的乘員（司機）（乘客）在未指明的交通事故中受傷，後遺症
V700XXA	公交車司機在非交通事故中與行人或動物相撞受傷，初次相遇
V700XXD	公交車司機在非交通事故中與行人或動物相撞受傷，隨後遭遇
V700XXS	公交車司機在非交通事故中與行人或動物相撞受傷，後遺症
V701XXA	公交車上的乘客在非交通意外中與行人或動物相撞受傷，初次相遇
V701XXD	公交車上的乘客在非交通事故中與行人或動物相撞受傷，隨後遇到
V701XXS	公交車上的乘客在非交通事故中與行人或動物相撞受傷，後遺症
V702XXA	在非交通意外中與行人或動物相撞而受傷的巴士外人員，初次相遇
V702XXD	在非交通意外中與行人或動物相撞而受傷的公交車外人員，隨後遇到
V702XXS	公交車外人員在非交通事故中與行人或動物相撞受傷，後遺症
V703XXA	在非交通意外中與行人或動物相撞受傷的未指明巴士乘客，初次相遇
V703XXD	在非交通意外中與行人或動物相撞受傷的不明巴士乘客，隨後遇到
V703XXS	非交通意外中與行人或動物相撞受傷的未指明巴士乘客，後遺症
V704XXA	上車或下車的人與行人或動物相撞受傷，初次相遇
V704XXD	上車或下車的人在與行人或動物碰撞中受傷，隨後遇到
V704XXS	上下車人員與行人或動物相撞受傷，後遺症
V705XXA	公交車司機在交通事故中與行人或動物相撞受傷，初次相遇
V705XXD	公交車司機在交通事故中與行人或動物相撞受傷，隨後遭遇
V705XXS	公交車司機在交通事故中與行人或動物相撞受傷，後遺症
V706XXA	公交車上的乘客在交通事故中與行人或動物相撞受傷，初次相遇
V706XXD	公交車上的乘客在交通事故中與行人或動物相撞受傷，隨後遇到
V706XXS	公交車上的乘客在交通事故中與行人或動物相撞受傷，後遺症
V707XXA	公交車外的人在交通事故中與行人或動物相撞受傷，初次相遇
